95.6313, 40 
96.0757, 40 
96.2844, 40 
96.6018, 40 
96.7152, 40 
96.9147, 40 
97.6993, 40 
98.0395, 40 
98.3660, 297 
99.0100, 40 
99.9215, 40 
100.2481, 40 
100.5655, 40 
100.8739, 40 
101.3365, 40 
101.5361, 40 
101.7719, 40 
101.9034, 40 
102.0122, 40 
102.5156, 40 
102.6653, 40 
102.9420, 40 
103.0553, 40 
103.2821, 40 
103.4000, 40 
103.5406, 40 
103.7356, 40 
103.9261, 417 
104.0485, 40 
105.3138, 40 
105.5587, 40 
105.6766, 40 
106.3977, 40 
106.7197, 40 
106.9102, 40 
106.9873, 40 
107.2277, 417 
108.6426, 297 
108.9102, 297 
109.1324, 167 
109.2685, 167 
109.8354, 167 
110.0667, 40 
110.6018, 40 
110.8467, 40 
111.0780, 40 
111.3683, 40 
111.8853, 40 
112.2571, 40 
112.5927, 40 
112.9011, 40 
113.5406, 40 
113.7537, 40 
113.9986, 40 
114.3524, 40 
116.3388, 40 
116.4884, 40 
117.1868, 40 
117.2912, 40 
117.4590, 40 
117.6222, 40 
118.2934, 40 
118.3524, 40 
119.7447, 297 
119.9125, 40 
120.0757, 40 
120.2254, 40 
120.3841, 167 
120.7061, 167 
121.2322, 40 
121.5224, 40 
122.6245, 40 
123.1007, 40 
123.7492, 417 
124.0893, 40 
124.2526, 40 
124.4159, 40 
124.5791, 40 
124.7968, 40 
125.2549, 40 
125.6721, 40 
125.8626, 40 
126.1574, 40 
126.4068, 40 
126.8240, 40 
128.1891, 40 
128.3252, 40 
129.8127, 40 
130.3524, 40 
130.7469, 40 
131.3955, 40 
131.9079, 417 
131.9941, 40 
132.1528, 40 
132.9918, 40 
133.4136, 40 
133.7719, 297 
133.8989, 297 
134.0621, 40 
134.1347, 297 
134.4930, 40 
134.6880, 40 
134.8603, 40 
135.5995, 40 
135.9805, 417 
136.2254, 417 
136.3478, 417 
136.4431, 40 
136.7333, 40 
138.2118, 40 
138.5655, 40 
138.9102, 40 
139.9488, 40 
140.7197, 297 
140.8966, 297 
141.0961, 40 
142.7243, 40 
143.0599, 40 
143.7265, 40 
144.8966, 297 
145.2413, 297 
145.4181, 297 
145.6313, 40 
146.3615, 40 
146.9918, 40 
147.4952, 40 
147.6404, 40 
148.2118, 40 
149.3048, 40 
149.8626, 40 
149.9306, 40 
150.1029, 40 
150.6426, 40 
152.0984, 167 
152.2798, 40 
152.5973, 40 
153.9261, 40 
154.8694, 40 
155.0780, 40 
156.2617, 40 
156.5111, 40 
158.3070, 40 
158.4884, 40 
160.5655, 417 
161.9034, 40 
162.5338, 167 
162.9601, 167 
163.1324, 167 
163.2821, 167 
163.4816, 167 
163.6268, 297 
164.2390, 40 
164.3796, 167 
164.4794, 40 
164.5882, 40 
164.6698, 40 
164.8240, 40 
165.1052, 40 
165.4952, 40 
166.0259, 40 
166.3569, 40 
166.5474, 40 
166.7424, 40 
166.8512, 40 
166.9601, 40 
167.0916, 40 
167.3002, 40 
167.4680, 40 
167.6132, 40 
167.7537, 40 
167.8853, 297 
168.1528, 297 
168.5338, 297 
168.6653, 297 
169.1551, 297 
169.2776, 297 
169.4045, 297 
169.6585, 297 
170.0485, 297 
170.1755, 297 
170.6517, 297 
170.9918, 297 
171.2776, 297 
171.7129, 297 
172.0168, 297 
172.1937, 297 
172.3615, 297 
172.8104, 297 
172.9556, 297 
173.3819, 297 
173.8671, 40 
174.2299, 40 
174.4113, 40 
174.5474, 40 
175.0599, 40 
175.8263, 40 
176.0485, 40 
176.1710, 40 
176.4113, 167 
176.6200, 167 
176.7651, 40 
177.1324, 40 
177.2549, 167 
177.4000, 167 
177.5905, 40 
177.9442, 40 
178.2027, 40 
178.5383, 40 
178.8830, 40 
179.3501, 40 
179.4635, 40 
179.6268, 167 
179.9624, 40 
180.0712, 40 
180.4340, 167 
181.1642, 167 
181.4136, 167 
181.5134, 167 
181.7810, 297 
181.8762, 167 
182.2662, 167 
182.5202, 167 
183.9215, 167 
184.4068, 167 
185.6313, 167 
186.5565, 167 
186.8104, 167 
188.5474, 167 
189.0009, 167 
189.0961, 167 
189.3637, 167 
189.4726, 167 
189.6812, 167 
191.1914, 167 
191.8853, 417 
192.1574, 417 
192.4476, 40 
192.5519, 40 
192.7651, 40 
192.8512, 40 
192.9646, 40 
193.5043, 40 
194.5156, 40 
194.8921, 40 
195.9760, 40 
196.3524, 40 
197.0735, 40 
197.7946, 40 
201.4408, 40 
201.9306, 40 
202.0440, 40 
202.4658, 40 
203.4862, 40 
204.2299, 40 
205.3048, 40 
206.0485, 40 
207.3274, 40 
207.7719, 417 
207.9351, 417 
208.2798, 417 
208.4431, 417 
208.5429, 417 
208.8649, 40 
209.0281, 40 
209.1959, 40 
209.2776, 40 
209.3819, 40 
209.4680, 40 
209.7537, 40 
209.9170, 40 
211.0463, 40 
211.2821, 297 
211.6721, 40 
212.9692, 40 
213.5406, 167 
214.6245, 167 
215.6268, 40 
215.9488, 40 
216.1846, 40 
216.6925, 40 
217.2095, 40 
217.7175, 40 
217.8399, 40 
218.1029, 40 
218.2526, 297 
218.3796, 40 
218.5383, 167 
218.6971, 40 
218.8739, 40 
219.4000, 40 
219.5179, 40 
219.6313, 40 
219.7673, 40 
220.1211, 40 
220.3615, 40 
220.5020, 40 
220.9646, 40 
221.2005, 417 
221.3501, 417 
221.4816, 417 
221.9624, 167 
222.1256, 167 
222.3751, 167 
222.5973, 167 
222.7016, 167 
222.8376, 167 
223.2005, 167 
223.6494, 167 
223.7810, 167 
224.2118, 167 
224.7197, 167 
224.8512, 167 
225.5859, 167 
226.1211, 167 
226.4023, 167 
226.6925, 167 
226.9737, 167 
227.5633, 167 
227.9578, 167 
228.9601, 167 
229.2685, 167 
229.7946, 297 
230.6290, 167 
231.1823, 167 
232.4159, 167 
232.5565, 167 
232.6925, 167 
233.0735, 167 
233.4363, 297 
233.5542, 297 
234.4658, 297 
235.2821, 297 
235.6902, 297 
235.8127, 297 
235.9397, 297 
236.2299, 297 
236.4703, 297 
236.8603, 297 
237.1642, 40 
238.2571, 40 
238.5156, 40 
238.7878, 40 
239.0961, 40 
239.5361, 40 
239.6494, 40 
240.0621, 40 
240.1982, 417 
240.3388, 40 
240.5973, 40 
240.7152, 40 
240.8603, 40 
240.9646, 40 
241.2005, 40 
241.9850, 40 
242.3796, 40 
242.5111, 40 
243.7855, 40 
244.5293, 40 
244.9556, 40 
245.6812, 40 
245.9941, 40 
246.1800, 40 
246.3796, 40 
247.6449, 167 
248.0213, 40 
248.4249, 297 
248.5474, 40 
248.6562, 297 
248.7832, 297 
249.5179, 40 
250.4522, 40 
251.0281, 40 
251.4272, 40 
253.5587, 167 
253.7401, 167 
254.0349, 40 
254.5020, 40 
254.9782, 40 
255.1052, 40 
255.4000, 40 
255.7039, 40 
255.9578, 40 
256.2163, 40 
256.4839, 40 
258.0984, 40 
258.3569, 40 
259.1143, 40 
259.3864, 40 
259.8218, 40 
260.2934, 40 
260.6109, 40 
260.7560, 40 
261.5769, 40 
261.7175, 40 
261.8580, 40 
262.7061, 40 
263.0009, 40 
263.2821, 40 
263.5587, 40 
263.8036, 40 
264.0621, 40 
264.4612, 40 
264.6562, 167 
265.0009, 40 
265.9533, 40 
266.7605, 40 
268.0848, 40 
268.7379, 40 
269.3773, 40 
269.6676, 40 
269.8354, 40 
269.9714, 40 
271.4454, 40 
272.0349, 40 
272.6200, 40 
272.7515, 40 
273.7673, 40 
275.3048, 40 
275.7311, 40 
276.0122, 40 
276.5474, 40 
276.6789, 40 
278.3977, 40 
278.6517, 40 
279.1823, 40 
279.4363, 40 
279.6948, 40 
280.7741, 40 
281.0508, 40 
281.3410, 40 
281.6268, 40 
282.0168, 40 
282.7651, 40 
283.5905, 40 
298.5474, 40 
298.6608, 40 
299.0281, 40 
299.3501, 40 
300.0712, 40 
300.3887, 40 
301.1052, 40 
301.6902, 40 
302.0122, 167 
302.3206, 167 
302.4113, 167 
303.7265, 40 
303.9896, 40 
305.3320, 40 
306.4612, 40 
307.3728, 40 
307.4680, 40 
308.1800, 40 
308.8966, 40 
309.2458, 40 
311.3274, 40 
311.9669, 40 
312.7787, 40 
313.1415, 297 
313.8399, 40 
